URN,LA (code),EstablishmentNumber
135307,355,3806
135308,851,7472
135309,937,3597
135310,316,6070
135311,306,6906
135312,354,6029
135313,354,6905
135314,841,6905
135315,210,6909
135316,212,6905
135317,928,6907
135318,336,3318
135319,830,6036
135320,305,3510
135321,933,6214
135322,877,6004
135323,835,3702
135324,877,6005
135325,877,6006
135326,888,1122
135327,875,3818
135328,881,3837
135329,916,1105
135330,916,1106
135331,916,1107
135332,873,1106
135333,350,6019
135334,310,6083
135335,331,6905
135336,840,3526
135337,821,6905
135338,821,6906
135339,919,3991
135340,836,3615
135341,353,3507
135342,353,3508
135343,886,1121
135344,886,1122
135345,831,7029
135346,888,7118
135347,888,7119
135348,879,3772
135349,879,3773
135350,879,3774
135351,879,3775
135352,876,6003
135353,916,3373
135354,876,6006
135355,876,6004
135356,876,6005
135357,876,6007
135358,876,6008
135359,925,3509
135360,916,6082
135361,925,7033
135362,925,7034
135363,881,3838
135364,866,6905
135365,931,6905
135366,891,6031
135367,380,6906
135368,926,4902
135369,820,6021
135370,860,6031
135371,886,6913
135372,886,6912
135373,302,6121
135374,820,3352
135375,210,6910
135376,370,6005
135377,384,6124
135378,330,6119
135379,206,6384
135380,873,6044
135381,371,6013
135382,936,3942
135383,936,3943
135384,933,1121
135385,372,1106
135386,874,7025
135387,343,4804
135388,391,941
135389,208,6906
135390,856,6020
135391,893,6105
135392,875,940
135393,891,6032
135394,908,1108
135395,835,6037
135396,331,6028
135397,886,941
135398,888,
135399,318,940
135400,938,6274
135401,210,6911
135402,919,6258
135403,382,6027
135404,873,6045
135405,908,6096
135406,330,6120
135407,936,6590
135409,210,6397
135410,909,6056
135411,207,
135412,201,
135413,341,
135414,825,
135415,826,940
135416,306,4900
135417,315,4900
135418,937,6106
135419,936,6592
135420,888,6100
135421,354,6101
135422,330,6121
135423,391,6905
135424,805,6002
135425,876,6009
135426,876,6010
135427,875,6036
135428,330,6122
135429,353,941
135430,840,941
135431,881,941
135432,886,1123
135433,891,3795
135434,916,6083
135435,330,6123
135436,312,1101
135437,916,3374
135438,886,6123
135439,350,6020
135440,877,6007
135441,878,3780
135442,876,6011
135443,892,3330
135444,892,3331
135445,893,6106
135446,888,6102
135447,888,6103
135448,354,6030
135449,333,6908
135450,886,6124
135451,330,6124
135452,211,6395
135453,334,6010
135454,380,6121
135455,875,3819
135456,938,6001
135457,888,7120
135458,891,3796
135459,872,3372
135460,335,7013
135461,335,7014
135462,886,1124
135463,886,1125
135464,886,1126
135465,886,1127
135466,886,1128
135467,886,1129
135468,865,6040
135469,310,4900
135470,877,6008
135472,317,6078
135473,354,6092
135474,340,4610
135475,340,4611
135476,340,4612
135477,340,4613
135478,340,4614
135479,340,4615
135480,380,6123
135481,340,4616
135482,307,3512
135483,335,6013
135484,865,3472
135485,929,940
135486,865,6041
135487,359,1103
135488,359,1104
135490,359,1106
135491,359,1107
135492,855,941
135493,307,6339
135494,886,6125
135495,330,6125
135496,894,3368
135497,344,3376
135498,830,3551
135499,371,1107
135500,371,1108
135501,371,1109
135502,371,1110
135503,373,4605
135504,355,1105
135505,875,3820
135506,928,3515
135507,302,6906
135508,357,6905
135509,316,942
135510,886,6126
135511,893,6107
135512,876,6012
135513,860,6032
135514,881,6057
135515,383,942
135516,334,1106
135517,908,943
135518,333,6004
135519,350,941
135520,813,940
135521,933,941
135522,866,3466
135523,885,3401
135524,352,8603
135525,306,3418
135526,356,6031
135527,330,6126
135528,919,3992
135529,850,3670
135530,856,6021
135531,207,6905
135532,878,940
135533,856,1104
135534,309,7008
135535,308,3508
135536,879,941
135537,886,6127
135538,330,6127
135539,821,6011
135540,209,6366
135541,888,6104
135542,331,1109
135543,888,6041
135544,371,7012
135545,371,7013
135546,371,7014
135547,371,7015
135548,371,7016
135549,886,6128
135550,886,6129
135551,383,4852
135552,921,4604
135553,919,6259
135554,926,6159
135555,909,6097
135557,877,6009
135558,320,1105
135559,320,1106
135560,919,6260
135561,330,6128
135562,313,3942
135563,925,6905
135564,925,6906
135565,925,6907
135566,936,3944
135567,875,3821
135568,873,3945
135569,331,7024
135570,916,6084
135571,306,6105
135572,845,6056
135573,892,7042
135574,354,6031
135575,801,6908
135576,887,6130
135577,936,6593
135578,855,6027
135579,888,6106
135580,889,6905
135581,801,6909
135582,894,6906
135583,891,6905
135584,210,6912
135585,881,3839
135586,855,6028
135587,206,6906
135588,311,3509
135589,801,4900
135590,382,944
135591,393,3317
135592,343,940
135593,886,942
135594,881,6058
135595,341,3966
135596,919,6261
135597,801,6910
135598,810,6905
135599,333,6909
135600,304,6906
135601,925,6052
135602,354,6032
135603,351,6014
135604,825,6040
135605,886,6131
135606,806,4702
135607,938,3372
135608,330,6129
135609,926,942
135610,210,1105
135611,821,940
135612,933,3494
135613,886,943
135614,208,3643
135615,212,1104
135616,207,6408
135617,872,3373
135618,888,6107
135619,929,6905
135620,909,6905
135621,909,6906
135622,394,6905
135623,886,6132
135624,860,3502
135625,384,6125
135626,891,6033
135627,926,3432
135628,852,6905
135629,852,6906
135630,886,6914
135631,871,6905
135632,909,6907
135633,355,6056
135634,929,3923
135635,875,3822
135636,928,3516
135637,801,6132
135638,877,6010
135639,394,1101
135640,394,1102
135641,394,1103
135642,394,1104
135648,352,3507
135649,888,6905
135650,926,6905
135651,881,6905
135652,881,6906
135653,881,6907
135654,306,6907
135655,341,1107
135656,341,1108
135657,888,6108
135658,860,8015
135659,354,8004
135660,354,6033
135661,355,6906
135662,884,6905
135663,801,6911
135665,826,6905
135666,925,6908
135667,886,6133
135668,306,6106
135669,925,3510
135670,305,6080
135671,801,6912
135672,884,6906
135673,933,6216
135674,813,6905
135675,931,6906
135676,213,6908
135677,303,6906
135678,381,6014
135679,812,2944
135680,665,2273
135681,665,2274
135682,665,2275
135683,309,6002
135684,334,6924
135685,892,6919
135686,878,6212
135687,310,6204
135688,330,6205
135689,935,6226
135690,850,1144
135691,938,6228
135692,881,6230
135693,872,6231
135694,316,6233
135695,873,7092
135696,370,6301
135697,803,6303
135698,308,6304
135699,821,6205
135700,811,2478
135701,865,6331
135702,359,942
135703,336,941
135704,825,943
135705,383,943
135706,801,942
135707,384,942
135708,357,941
135709,373,945
135710,916,942
135711,359,946
135712,926,944
135713,891,943
135714,937,947
135715,928,946
135716,342,946
135717,315,944
135718,860,6441
135719,318,6551
135720,353,3393
135721,886,6915
135722,894,942
135723,211,948
135724,870,6200
135725,331,6200
135726,302,6200
135727,916,2200
135728,935,6200
135729,205,6200
135730,830,6200
135731,876,4721
135732,380,1110
135733,925,6669
135734,821,6418
135735,933,6000
135736,875,2014
135737,354,6200
135738,821,6744
135739,873,4028
135740,873,3302
135741,841,2004
135742,371,943
135743,372,1107
135744,938,6911
135745,938,6912
135746,356,2284
135747,302,5427
135748,330,6005
135749,876,6013
135750,382,6002
135751,801,1105
135752,705,8000
135753,351,6015
135754,928,6070
135755,865,6042
135756,208,6410
135757,937,5207
135758,304,1111
135759,372,1108
400000,664,1003
400001,665,1007
400002,665,1008
400003,669,1000
400004,670,1002
400005,670,1003
400006,672,1013
400007,672,1017
400008,672,1019
400009,672,1020
400010,672,1022
400011,673,1010
400012,673,1011
400013,673,1013
400014,674,1003
400015,674,1006
400016,674,1009
400017,674,1010
400018,674,1011
400019,674,1015
400020,674,1024
400021,674,1029
400022,675,1001
400023,675,1002
400024,675,1026
400025,675,1027
400026,676,1016
400027,677,1007
400028,678,1010
400029,678,1011
400030,678,1013
400031,680,1001
400032,680,1002
400033,680,1005
400034,680,1018
400035,681,1003
400036,681,1005
400037,681,1007
400038,681,1016
400039,681,1017
400040,660,2129
400041,660,2130
400042,660,2131
400043,660,2132
400044,660,2133
400045,660,2134
400046,660,2135
400047,660,2136
400048,660,2138
400049,660,2139
400050,660,2140
400051,660,2141
400052,660,2142
400053,660,2144
400054,660,2145
400055,660,2146
400056,660,2147
400057,660,2148
400058,660,2149
400059,660,2150
400060,660,2151
400061,660,2152
400062,660,2153
400063,660,2154
400064,660,2155
400065,660,2156
400066,660,2157
400067,660,2158
400068,660,2160
400069,660,2161
400070,660,2162
400071,660,2163
400072,660,2164
400073,660,2165
400074,660,2166
400075,660,2167
400076,660,2168
400077,660,2169
400078,660,2170
400079,660,2171
400080,660,2172
400081,660,2173
400082,660,2174
400083,660,2175
400084,660,2176
400085,660,2177
400086,660,2226
400087,660,3033
400088,660,3034
400089,660,3035
400090,660,3304
400091,660,5200
400092,661,2000
400093,661,2004
400094,661,2006
400095,661,2008
400096,661,2009
400097,661,2010
400098,661,2011
400099,661,2013
400100,661,2015
400101,661,2016
400102,661,2017
400103,661,2024
400104,661,2026
400105,661,2028
400106,661,2033
400107,661,2035
400108,661,2036
400109,661,2039
400110,661,2042
400111,661,2046
400112,661,2047
400113,661,2048
400114,661,2049
400115,661,2051
400116,661,2057
400117,661,2059
400118,661,2060
400119,661,2066
400120,661,2069
400121,661,2070
400122,661,2071
400123,661,2075
400124,661,2078
400125,661,2081
400126,661,2085
400127,661,2089
400128,661,2093
400129,661,2097
400130,661,2098
400131,661,2099
400132,661,2101
400133,661,2103
400134,661,2104
400135,661,2108
400136,661,2110
400137,661,2111
400138,661,2112
400139,661,2113
400140,661,2116
400141,661,2118
400142,661,2119
400143,661,2122
400144,661,2123
400145,661,2125
400146,661,2126
400147,661,2127
400148,661,2179
400149,661,2180
400150,661,2181
400151,661,2182
400152,661,2183
400153,661,2184
400154,661,2185
400155,661,2186
400156,661,2187
400157,661,2189
400158,661,2190
400159,661,2191
400160,661,2192
400161,661,2194
400162,661,2196
400163,661,2197
400164,661,2198
400165,661,2199
400166,661,2200
400167,661,2201
400168,661,2205
400169,661,2206
400170,661,2207
400171,661,2208
400172,661,2210
400173,661,2211
400174,661,2212
400175,661,2213
400176,661,2214
400177,661,2215
400178,661,2216
400179,661,2217
400180,661,2219
400181,661,2220
400182,661,2221
400183,661,2227
400184,661,3004
400185,661,3005
400186,661,3009
400187,661,3010
400188,661,3013
400189,661,3018
400190,661,3023
400191,661,3029
400192,661,3030
400193,661,3037
400194,661,3041
400195,661,3300
400196,661,3301
400197,661,3305
400198,662,2002
400199,662,2012
400200,662,2023
400201,662,2038
400202,662,2043
400203,662,2044
400204,662,2053
400205,662,2055
400206,662,2061
400207,662,2063
400208,662,2064
400209,662,2086
400210,662,2100
400211,662,2101
400212,662,2102
400213,662,2103
400214,662,2104
400215,662,2106
400216,662,2107
400217,662,2108
400218,662,2109
400219,662,2110
400220,662,2111
400221,662,2112
400222,662,2114
400223,662,2115
400224,662,2117
400225,662,2118
400226,662,2119
400227,662,2121
400228,662,2123
400229,662,2129
400230,662,2131
400231,662,2132
400232,662,2148
400233,662,2221
400234,662,2222
400235,662,2225
400236,662,2244
400237,662,2253
400238,662,2262
400239,662,2264
400240,662,2267
400241,662,2268
400242,662,2269
400243,662,2270
400244,662,2271
400245,662,3020
400246,662,3021
400247,662,3024
400248,662,3032
400249,662,3038
400250,662,3039
400251,662,3040
400252,662,3043
400253,662,3059
400254,662,3062
400255,662,3302
400256,662,3303
400257,662,3307
400258,662,3333
400259,662,3340
400260,662,5201
400261,663,2011
400262,663,2034
400263,663,2037
400264,663,2038
400265,663,2039
400266,663,2057
400267,663,2059
400268,663,2060
400269,663,2066
400270,663,2067
400271,663,2070
400272,663,2072
400273,663,2079
400274,663,2098
400275,663,2124
400276,663,2125
400277,663,2127
400278,663,2133
400279,663,2134
400280,663,2135
400281,663,2136
400282,663,2163
400283,663,2164
400284,663,2165
400285,663,2166
400286,663,2167
400287,663,2168
400288,663,2169
400289,663,2214
400290,663,2215
400291,663,2216
400292,663,2218
400293,663,2219
400294,663,2220
400295,663,2227
400296,663,2228
400297,663,2234
400298,663,2236
400299,663,2239
400300,663,2255
400301,663,2256
400302,663,2261
400303,663,3020
400304,663,3024
400305,663,3034
400306,663,3044
400307,663,3045
400308,663,3050
400309,663,3051
400310,663,3057
400311,663,3061
400312,663,3313
400313,663,3315
400314,663,5900
400315,664,2002
400316,664,2003
400317,664,2004
400318,664,2008
400319,664,2009
400320,664,2012
400321,664,2013
400322,664,2015
400323,664,2017
400324,664,2018
400325,664,2021
400326,664,2022
400327,664,2023
400328,664,2024
400329,664,2026
400330,664,2027
400331,664,2028
400332,664,2031
400333,664,2032
400334,664,2040
400335,664,2041
400336,664,2042
400337,664,2043
400338,664,2044
400339,664,2046
400340,664,2049
400341,664,2050
400342,664,2051
400343,664,2052
400344,664,2053
400345,664,2056
400346,664,2061
400347,664,2062
400348,664,2063
400349,664,2064
400350,664,2065
400351,664,2068
400352,664,2069
400353,664,2073
400354,664,2075
400355,664,2077
400356,664,2078
400357,664,2080
400358,664,2081
400359,664,2082
400360,664,2083
400361,664,2084
400362,664,2085
400363,664,2086
400364,664,2089
400365,664,2090
400366,664,2091
400367,664,2092
400368,664,2093
400369,664,2094
400370,664,2097
400371,664,2231
400372,664,2237
400373,664,2257
400374,664,2266
400375,664,3002
400376,664,3004
400377,664,3021
400378,664,3303
400379,664,3306
400380,664,3307
400381,664,3308
400382,664,3311
400383,664,3312
400384,664,3316
400385,664,3317
400386,664,3320
400387,664,3330
400388,664,3331
400389,664,5200
400390,665,2076
400391,665,2137
400392,665,2138
400393,665,2139
400394,665,2140
400395,665,2143
400396,665,2144
400397,665,2145
400398,665,2149
400399,665,2151
400400,665,2153
400401,665,2154
400402,665,2155
400403,665,2156
400404,665,2160
400405,665,2162
400406,665,2172
400407,665,2173
400408,665,2176
400409,665,2178
400410,665,2179
400411,665,2180
400412,665,2183
400413,665,2184
400414,665,2185
400415,665,2186
400416,665,2187
400417,665,2191
400418,665,2194
400419,665,2195
400420,665,2196
400421,665,2197
400422,665,2198
400423,665,2199
400424,665,2200
400425,665,2201
400426,665,2202
400427,665,2203
400428,665,2204
400429,665,2205
400430,665,2206
400431,665,2207
400432,665,2208
400433,665,2209
400434,665,2213
400435,665,2222
400436,665,2224
400437,665,2232
400438,665,2235
400439,665,2238
400440,665,2240
400441,665,2258
400442,665,2259
400443,665,2263
400444,665,2266
400445,665,3028
400446,665,3035
400447,665,3036
400448,665,3042
400449,665,3043
400450,665,3052
400451,665,3053
400452,665,3054
400453,665,3301
